age,start_click,session_time,converted,ticket_price,shipping
38.0,1,9,0,0.0,0
38.0,0,11,0,0.0,0
34.0,0,9,0,0.0,0
31.0,1,11,0,0.0,0
40.0,1,9,0,0.0,0
37.0,1,11,0,0.0,0
40.0,1,9,0,0.0,0
36.0,1,11,1,94.93781494965559,15
42.0,1,11,0,0.0,0
31.0,0,8,0,0.0,0
40.0,0,9,0,0.0,0
32.0,0,8,0,0.0,0
26.0,1,7,0,0.0,0
33.0,0,14,0,0.0,0
41.0,1,5,0,0.0,0
29.0,1,3,0,0.0,0
29.0,1,6,0,0.0,0
22.0,0,3,0,0.0,0
29.0,1,8,0,0.0,0
28.0,1,11,0,0.0,0
30.0,1,13,0,0.0,0
32.0,1,11,0,0.0,0
37.0,1,9,0,0.0,0
37.0,1,13,0,0.0,0
37.0,0,9,0,0.0,0
39.0,0,13,0,0.0,0
34.0,0,11,0,0.0,0
39.0,0,11,0,0.0,0
37.0,1,7,0,0.0,0
27.0,1,10,0,0.0,0
35.0,0,10,0,0.0,0
38.0,1,3,0,0.0,0
28.0,1,10,0,0.0,0
40.0,0,11,0,0.0,0
29.0,0,10,0,0.0,0
49.0,1,12,0,0.0,0
33.0,0,6,0,0.0,0
42.0,0,7,0,0.0,0
36.0,0,6,0,0.0,0
25.0,1,5,0,0.0,0
30.0,0,9,0,0.0,0
40.0,0,2,0,0.0,0
30.0,0,14,0,0.0,0
39.0,0,11,0,0.0,0
27.0,1,7,0,0.0,0
27.0,0,6,0,0.0,0
48.0,0,4,0,0.0,0
36.0,0,9,0,0.0,0
29.0,0,12,0,0.0,0
41.0,0,13,0,0.0,0
35.0,1,14,0,0.0,0
34.0,0,8,0,0.0,0
31.0,0,8,0,0.0,0
34.0,1,13,1,122.66674425676004,19
39.0,1,13,1,93.37935959771234,18
32.0,1,10,0,0.0,0
39.0,0,12,0,0.0,0
41.0,1,10,0,0.0,0
41.0,1,6,0,0.0,0
38.0,1,11,0,0.0,0
30.0,1,13,0,0.0,0
39.0,1,8,0,0.0,0
29.0,0,5,0,0.0,0
37.0,0,10,0,0.0,0
31.0,0,7,0,0.0,0
32.0,0,3,0,0.0,0
32.0,0,10,0,0.0,0
39.0,1,9,0,0.0,0
39.0,0,4,0,0.0,0
37.0,0,5,0,0.0,0
40.0,1,9,1,109.60448319700407,20
30.0,0,13,0,0.0,0
24.0,0,9,0,0.0,0
33.0,0,6,0,0.0,0
24.0,1,9,0,0.0,0
31.0,0,9,0,0.0,0
50.0,1,14,0,0.0,0
31.0,0,10,0,0.0,0
31.0,0,7,0,0.0,0
31.0,0,8,0,0.0,0
41.0,0,11,0,0.0,0
36.0,0,8,0,0.0,0
40.0,0,11,0,0.0,0
36.0,1,8,0,0.0,0
39.0,1,5,0,0.0,0
34.0,0,13,0,0.0,0
32.0,0,8,0,0.0,0
27.0,0,5,0,0.0,0
33.0,1,15,1,45.085794961813235,11
45.0,1,11,0,0.0,0
43.0,1,8,0,0.0,0
33.0,0,9,0,0.0,0
33.0,1,14,0,0.0,0
38.0,0,3,0,0.0,0
41.0,1,4,0,0.0,0
42.0,0,6,0,0.0,0
31.0,0,10,0,0.0,0
32.0,1,13,0,0.0,0
42.0,1,10,0,0.0,0
36.0,1,14,1,78.94897944911432,22
33.0,0,8,0,0.0,0
37.0,0,6,0,0.0,0
35.0,1,8,1,96.78489884812868,20
29.0,0,15,0,0.0,0
31.0,0,8,0,0.0,0
38.0,1,9,0,0.0,0
36.0,1,7,0,0.0,0
28.0,0,20,0,0.0,0
36.0,1,7,0,0.0,0
33.0,0,10,0,0.0,0
38.0,0,10,0,0.0,0
37.0,0,9,0,0.0,0
38.0,1,9,0,0.0,0
35.0,1,13,0,0.0,0
38.0,0,4,0,0.0,0
36.0,1,6,1,90.44433391477266,22
34.0,1,10,0,0.0,0
33.0,0,10,0,0.0,0
35.0,0,13,0,0.0,0
29.0,1,8,0,0.0,0
38.0,0,4,0,0.0,0
33.0,0,2,0,0.0,0
32.0,0,15,0,0.0,0
29.0,0,7,0,0.0,0
30.0,0,11,0,0.0,0
43.0,0,12,0,0.0,0
34.0,0,10,0,0.0,0
28.0,1,8,1,115.93683121727656,18
26.0,1,11,0,0.0,0
37.0,1,4,0,0.0,0
29.0,1,15,1,83.74841738843438,14
40.0,1,9,0,0.0,0
35.0,0,11,0,0.0,0
36.0,0,7,0,0.0,0
40.0,0,10,0,0.0,0
36.0,1,11,0,0.0,0
32.0,0,9,0,0.0,0
41.0,1,9,0,0.0,0
34.0,1,10,0,0.0,0
40.0,0,9,0,0.0,0
40.0,1,10,0,0.0,0
24.0,1,10,0,0.0,0
39.0,0,10,0,0.0,0
30.0,0,4,0,0.0,0
30.0,0,4,0,0.0,0
36.0,0,4,0,0.0,0
34.0,1,11,0,0.0,0
40.0,0,7,0,0.0,0
39.0,0,9,0,0.0,0
38.0,0,5,0,0.0,0
35.0,0,10,0,0.0,0
41.0,0,13,0,0.0,0
36.0,0,10,0,0.0,0
35.0,0,4,0,0.0,0
34.0,0,7,0,0.0,0
34.0,0,7,0,0.0,0
35.0,0,11,0,0.0,0
27.0,0,8,0,0.0,0
35.0,0,5,0,0.0,0
39.0,0,7,0,0.0,0
37.0,1,6,0,0.0,0
38.0,0,9,0,0.0,0
27.0,0,9,0,0.0,0
45.0,1,11,0,0.0,0
34.0,1,12,0,0.0,0
39.0,0,12,0,0.0,0
30.0,0,5,0,0.0,0
34.0,1,12,1,100.28001595624983,16
45.0,0,6,0,0.0,0
36.0,1,17,0,0.0,0
31.0,0,14,0,0.0,0
38.0,1,8,0,0.0,0
45.0,0,9,0,0.0,0
20.0,1,10,0,0.0,0
48.0,0,9,0,0.0,0
44.0,1,3,0,0.0,0
39.0,0,12,0,0.0,0
40.0,0,4,0,0.0,0
45.0,0,10,0,0.0,0
31.0,1,7,0,0.0,0
36.0,1,11,0,0.0,0
35.0,0,11,0,0.0,0
31.0,0,11,0,0.0,0
27.0,0,7,0,0.0,0
34.0,0,4,0,0.0,0
35.0,1,9,0,0.0,0
38.0,0,3,0,0.0,0
36.0,0,12,0,0.0,0
45.0,0,10,0,0.0,0
41.0,1,11,1,76.60508235660427,23
34.0,0,6,0,0.0,0
33.0,1,17,0,0.0,0
39.0,0,6,0,0.0,0
29.0,0,8,0,0.0,0
32.0,1,8,0,0.0,0
28.0,0,6,0,0.0,0
20.0,0,10,0,0.0,0
35.0,0,8,0,0.0,0
31.0,0,6,0,0.0,0
29.0,0,8,0,0.0,0
33.0,1,10,1,105.16965568214331,20
33.0,0,9,0,0.0,0
31.0,1,4,0,0.0,0
29.0,1,9,0,0.0,0
34.0,0,8,0,0.0,0
37.0,0,6,0,0.0,0
35.0,0,12,0,0.0,0
41.0,0,6,0,0.0,0
36.0,0,10,0,0.0,0
37.0,1,14,0,0.0,0
38.0,0,11,0,0.0,0
26.0,0,5,0,0.0,0
34.0,0,9,0,0.0,0
39.0,0,7,0,0.0,0
34.0,0,8,0,0.0,0
34.0,1,8,0,0.0,0
23.0,0,7,0,0.0,0
39.0,0,11,0,0.0,0
25.0,1,9,0,0.0,0
30.0,0,7,0,0.0,0
38.0,1,16,0,0.0,0
29.0,0,3,0,0.0,0
33.0,0,8,0,0.0,0
31.0,0,9,0,0.0,0
38.0,1,4,0,0.0,0
41.0,1,8,0,0.0,0
36.0,0,11,0,0.0,0
40.0,0,6,0,0.0,0
31.0,1,7,0,0.0,0
33.0,0,7,0,0.0,0
31.0,0,7,0,0.0,0
37.0,0,6,0,0.0,0
39.0,0,6,0,0.0,0
39.0,0,9,0,0.0,0
41.0,1,8,0,0.0,0
36.0,0,5,0,0.0,0
40.0,0,9,0,0.0,0
33.0,0,10,0,0.0,0
36.0,1,8,0,0.0,0
32.0,0,12,0,0.0,0
37.0,0,9,0,0.0,0
33.0,0,7,0,0.0,0
41.0,1,8,0,0.0,0
35.0,1,7,0,0.0,0
43.0,0,8,0,0.0,0
36.0,1,9,0,0.0,0
34.0,0,7,0,0.0,0
43.0,0,12,0,0.0,0
31.0,1,9,0,0.0,0
42.0,0,14,0,0.0,0
38.0,0,7,0,0.0,0
30.0,1,7,0,0.0,0
37.0,0,5,0,0.0,0
45.0,0,8,0,0.0,0
37.0,0,5,0,0.0,0
32.0,0,7,0,0.0,0
35.0,1,13,0,0.0,0
32.0,1,17,0,0.0,0
27.0,0,4,0,0.0,0
32.0,0,10,0,0.0,0
35.0,1,7,0,0.0,0
29.0,1,12,0,0.0,0
28.0,0,4,0,0.0,0
43.0,1,14,0,0.0,0
31.0,0,2,0,0.0,0
35.0,0,10,0,0.0,0
36.0,0,8,0,0.0,0
38.0,1,5,0,0.0,0
32.0,0,10,0,0.0,0
33.0,1,13,0,0.0,0
39.0,1,15,1,74.68281300632913,24
39.0,1,8,0,0.0,0
37.0,0,11,0,0.0,0
35.0,0,9,0,0.0,0
34.0,1,8,0,0.0,0
27.0,0,9,0,0.0,0
34.0,0,7,0,0.0,0
40.0,1,5,0,0.0,0
37.0,1,9,0,0.0,0
42.0,0,10,0,0.0,0
39.0,0,6,0,0.0,0
37.0,0,12,0,0.0,0
40.0,1,11,0,0.0,0
44.0,0,4,0,0.0,0
30.0,0,10,0,0.0,0
20.0,1,7,0,0.0,0
29.0,1,11,0,0.0,0
41.0,0,5,0,0.0,0
33.0,0,10,0,0.0,0
34.0,0,7,0,0.0,0
36.0,1,11,0,0.0,0
43.0,0,6,0,0.0,0
31.0,0,8,0,0.0,0
38.0,1,10,0,0.0,0
34.0,0,7,0,0.0,0
35.0,0,14,0,0.0,0
39.0,0,9,0,0.0,0
31.0,1,8,0,0.0,0
38.0,0,5,0,0.0,0
37.0,0,6,0,0.0,0
42.0,1,9,1,57.82833721946339,8
30.0,0,11,0,0.0,0
31.0,0,8,0,0.0,0
38.0,0,13,0,0.0,0
30.0,0,5,0,0.0,0
36.0,0,3,0,0.0,0
37.0,1,17,0,0.0,0
32.0,1,11,0,0.0,0
36.0,0,3,0,0.0,0
40.0,0,7,0,0.0,0
35.0,1,5,1,127.29320691042882,15
29.0,1,12,0,0.0,0
38.0,0,12,0,0.0,0
38.0,0,8,0,0.0,0
37.0,1,8,1,82.14700530127783,24
38.0,1,13,0,0.0,0
37.0,0,7,0,0.0,0
42.0,0,9,0,0.0,0
37.0,0,8,0,0.0,0
31.0,0,10,0,0.0,0
33.0,1,7,0,0.0,0
26.0,0,5,0,0.0,0
26.0,0,9,0,0.0,0
37.0,1,12,1,103.21888322714796,16
25.0,0,8,0,0.0,0
35.0,0,8,0,0.0,0
29.0,1,9,0,0.0,0
43.0,0,6,0,0.0,0
35.0,1,6,1,53.58601474355194,20
28.0,0,8,0,0.0,0
36.0,0,7,0,0.0,0
26.0,1,5,0,0.0,0
32.0,0,10,0,0.0,0
37.0,0,4,0,0.0,0
40.0,1,8,0,0.0,0
28.0,1,17,0,0.0,0
40.0,1,9,0,0.0,0
35.0,0,9,0,0.0,0
39.0,1,10,0,0.0,0
30.0,1,14,1,72.26818164825471,24
33.0,0,5,0,0.0,0
31.0,0,12,0,0.0,0
30.0,0,12,0,0.0,0
35.0,0,5,0,0.0,0
32.0,1,8,1,74.90098952765611,27
36.0,0,10,0,0.0,0
34.0,1,13,0,0.0,0
31.0,0,8,0,0.0,0
41.0,0,12,0,0.0,0
34.0,1,12,0,0.0,0
34.0,0,11,0,0.0,0
33.0,0,8,0,0.0,0
28.0,1,11,0,0.0,0
38.0,1,14,0,0.0,0
37.0,0,6,0,0.0,0
28.0,0,9,0,0.0,0
33.0,1,9,1,100.54755742453207,22
36.0,1,11,1,63.46592669048084,20
29.0,1,10,0,0.0,0
24.0,0,7,0,0.0,0
37.0,1,10,1,110.51388746867599,28
40.0,1,12,1,77.07193596039703,30
37.0,1,14,0,0.0,0
35.0,1,6,0,0.0,0
35.0,1,9,0,0.0,0
39.0,0,10,0,0.0,0
31.0,0,6,0,0.0,0
27.0,0,9,0,0.0,0
30.0,0,10,0,0.0,0
39.0,0,11,0,0.0,0
39.0,1,11,0,0.0,0
28.0,0,6,0,0.0,0
38.0,1,8,1,87.47384968251805,21
29.0,1,11,0,0.0,0
44.0,0,13,0,0.0,0
37.0,0,10,0,0.0,0
29.0,1,10,0,0.0,0
35.0,1,4,0,0.0,0
35.0,1,11,1,115.4393288297168,23
35.0,0,10,0,0.0,0
36.0,1,12,0,0.0,0
31.0,0,11,0,0.0,0
42.0,0,9,0,0.0,0
30.0,1,8,0,0.0,0
32.0,1,13,0,0.0,0
33.0,0,5,0,0.0,0
44.0,0,3,0,0.0,0
34.0,0,9,0,0.0,0
43.0,0,11,0,0.0,0
34.0,1,11,1,100.38318310366901,19
32.0,0,9,0,0.0,0
45.0,0,10,0,0.0,0
34.0,0,6,0,0.0,0
32.0,0,14,0,0.0,0
30.0,0,14,0,0.0,0
29.0,1,8,0,0.0,0
30.0,0,8,0,0.0,0
28.0,0,9,0,0.0,0
34.0,1,11,0,0.0,0
32.0,1,9,0,0.0,0
30.0,0,8,0,0.0,0
30.0,0,10,0,0.0,0
33.0,0,8,0,0.0,0
39.0,0,10,0,0.0,0
28.0,1,8,0,0.0,0
33.0,1,10,0,0.0,0
38.0,0,10,0,0.0,0
41.0,1,7,0,0.0,0
35.0,1,9,0,0.0,0
38.0,0,5,0,0.0,0
47.0,0,8,0,0.0,0
39.0,1,14,0,0.0,0
35.0,1,11,0,0.0,0
36.0,0,14,0,0.0,0
36.0,1,12,0,0.0,0
25.0,1,4,0,0.0,0
32.0,0,7,0,0.0,0
36.0,0,11,0,0.0,0
36.0,0,10,0,0.0,0
35.0,1,13,0,0.0,0
38.0,0,16,0,0.0,0
32.0,0,6,0,0.0,0
41.0,0,4,0,0.0,0
29.0,1,7,1,53.99054517721009,23
37.0,0,8,0,0.0,0
43.0,0,10,0,0.0,0
40.0,1,10,1,104.94710329602937,17
34.0,0,5,0,0.0,0
47.0,0,9,0,0.0,0
39.0,1,6,0,0.0,0
31.0,1,17,0,0.0,0
45.0,1,9,0,0.0,0
36.0,0,6,0,0.0,0
30.0,0,10,0,0.0,0
41.0,0,14,0,0.0,0
34.0,0,7,0,0.0,0
40.0,0,7,0,0.0,0
30.0,0,8,0,0.0,0
40.0,0,7,0,0.0,0
31.0,1,6,1,118.45868213290743,32
36.0,0,8,0,0.0,0
35.0,0,8,0,0.0,0
30.0,0,12,0,0.0,0
29.0,1,5,0,0.0,0
36.0,0,8,0,0.0,0
30.0,0,7,0,0.0,0
37.0,0,4,0,0.0,0
36.0,0,12,0,0.0,0
41.0,0,12,0,0.0,0
46.0,0,5,0,0.0,0
34.0,1,12,0,0.0,0
23.0,0,9,0,0.0,0
28.0,1,5,0,0.0,0
28.0,0,13,0,0.0,0
34.0,0,8,0,0.0,0
46.0,1,8,0,0.0,0
31.0,1,11,0,0.0,0
36.0,0,11,0,0.0,0
38.0,0,14,0,0.0,0
34.0,0,6,0,0.0,0
28.0,0,6,0,0.0,0
43.0,0,3,0,0.0,0
32.0,0,5,0,0.0,0
28.0,1,9,0,0.0,0
43.0,0,9,0,0.0,0
31.0,1,14,0,0.0,0
36.0,1,12,0,0.0,0
45.0,0,14,0,0.0,0
42.0,1,12,1,107.23946031705107,20
42.0,0,5,0,0.0,0
24.0,1,10,1,106.99576414059129,29
32.0,0,5,0,0.0,0
36.0,0,5,0,0.0,0
38.0,0,6,0,0.0,0
37.0,0,9,0,0.0,0
38.0,0,7,0,0.0,0
37.0,0,4,0,0.0,0
41.0,0,14,0,0.0,0
42.0,0,6,0,0.0,0
33.0,1,15,0,0.0,0
30.0,0,5,0,0.0,0
44.0,1,10,1,57.329638516324295,28
34.0,1,9,0,0.0,0
36.0,1,9,0,0.0,0
34.0,0,10,0,0.0,0
43.0,0,8,0,0.0,0
38.0,1,11,0,0.0,0
29.0,0,10,0,0.0,0
30.0,0,7,0,0.0,0
35.0,0,9,0,0.0,0
36.0,1,12,0,0.0,0
43.0,0,7,0,0.0,0
30.0,0,8,0,0.0,0
29.0,0,13,0,0.0,0
34.0,0,5,0,0.0,0
34.0,0,7,0,0.0,0
38.0,0,11,0,0.0,0
44.0,1,8,1,102.51924231471202,23
38.0,0,13,0,0.0,0
37.0,0,7,0,0.0,0
36.0,0,5,0,0.0,0
38.0,1,10,0,0.0,0
36.0,0,8,0,0.0,0
37.0,0,13,0,0.0,0
41.0,1,15,0,0.0,0
40.0,1,8,0,0.0,0
33.0,0,6,0,0.0,0
42.0,1,6,0,0.0,0
41.0,0,10,0,0.0,0
31.0,0,15,0,0.0,0
33.0,0,9,0,0.0,0
45.0,0,1,0,0.0,0
28.0,1,11,0,0.0,0
30.0,0,7,0,0.0,0
40.0,1,9,0,0.0,0
43.0,1,7,0,0.0,0
27.0,1,6,1,113.89496844965844,15
33.0,0,9,0,0.0,0
36.0,0,10,0,0.0,0
32.0,0,7,0,0.0,0
43.0,0,4,0,0.0,0
35.0,0,8,0,0.0,0
36.0,1,17,0,0.0,0
37.0,0,5,0,0.0,0
33.0,0,9,0,0.0,0
35.0,1,15,0,0.0,0
31.0,0,8,0,0.0,0
35.0,0,8,0,0.0,0
33.0,0,6,0,0.0,0
45.0,0,11,0,0.0,0
39.0,0,6,0,0.0,0
39.0,1,7,0,0.0,0
33.0,0,10,0,0.0,0
43.0,1,12,0,0.0,0
34.0,0,12,0,0.0,0
34.0,1,11,0,0.0,0
35.0,0,6,0,0.0,0
37.0,0,11,0,0.0,0
31.0,0,6,0,0.0,0
29.0,1,13,0,0.0,0
39.0,0,6,0,0.0,0
36.0,0,11,0,0.0,0
30.0,1,8,0,0.0,0
35.0,0,13,0,0.0,0
41.0,1,12,1,91.27970096306876,15
36.0,0,9,0,0.0,0
27.0,0,12,0,0.0,0
30.0,1,4,1,81.93314358983622,28
42.0,1,10,0,0.0,0
30.0,1,12,0,0.0,0
43.0,0,6,0,0.0,0
40.0,0,5,0,0.0,0
42.0,0,7,0,0.0,0
37.0,1,13,0,0.0,0
41.0,1,11,0,0.0,0
36.0,0,7,0,0.0,0
37.0,0,11,0,0.0,0
38.0,1,8,0,0.0,0
42.0,0,10,0,0.0,0
31.0,0,6,0,0.0,0
29.0,0,9,0,0.0,0
45.0,1,9,0,0.0,0
32.0,0,11,0,0.0,0
34.0,1,7,1,131.4116347265672,20
34.0,0,11,0,0.0,0
28.0,1,7,0,0.0,0
48.0,1,9,0,0.0,0
38.0,1,12,0,0.0,0
40.0,1,11,0,0.0,0
36.0,1,10,0,0.0,0
35.0,1,9,0,0.0,0
22.0,1,16,1,90.51718753129143,24
33.0,0,7,0,0.0,0
36.0,1,9,1,69.8594207026826,22
32.0,0,10,0,0.0,0
31.0,1,4,0,0.0,0
41.0,0,8,0,0.0,0
34.0,0,7,0,0.0,0
34.0,0,8,0,0.0,0
32.0,0,8,0,0.0,0
34.0,1,9,0,0.0,0
31.0,1,9,0,0.0,0
32.0,0,10,0,0.0,0
26.0,0,8,0,0.0,0
32.0,0,9,0,0.0,0
33.0,0,10,0,0.0,0
39.0,0,7,0,0.0,0
36.0,0,9,0,0.0,0
29.0,1,12,0,0.0,0
37.0,1,11,0,0.0,0
37.0,0,9,0,0.0,0
37.0,0,9,0,0.0,0
40.0,0,8,0,0.0,0
32.0,0,9,0,0.0,0
36.0,0,3,0,0.0,0
39.0,0,4,0,0.0,0
43.0,0,9,0,0.0,0
33.0,0,5,0,0.0,0
24.0,0,2,0,0.0,0
29.0,0,10,0,0.0,0
39.0,0,4,0,0.0,0
35.0,1,6,1,106.49144958703486,26
33.0,0,5,0,0.0,0
36.0,1,13,0,0.0,0
37.0,0,8,0,0.0,0
42.0,0,7,0,0.0,0
35.0,0,8,0,0.0,0
38.0,0,11,0,0.0,0
34.0,0,10,0,0.0,0
40.0,0,8,0,0.0,0
34.0,0,11,0,0.0,0
34.0,1,13,0,0.0,0
36.0,1,14,1,91.84143481270829,19
46.0,1,8,0,0.0,0
40.0,0,5,0,0.0,0
36.0,0,10,0,0.0,0
39.0,1,7,0,0.0,0
36.0,1,10,0,0.0,0
37.0,0,11,0,0.0,0
32.0,1,8,1,71.0233630400254,15
34.0,0,6,0,0.0,0
43.0,1,11,0,0.0,0
32.0,0,6,0,0.0,0
38.0,1,12,0,0.0,0
38.0,1,10,0,0.0,0
26.0,1,8,0,0.0,0
37.0,0,9,0,0.0,0
31.0,0,9,0,0.0,0
35.0,1,11,0,0.0,0
38.0,1,12,1,98.85701683914459,16
36.0,0,8,0,0.0,0
30.0,1,9,0,0.0,0
36.0,0,8,0,0.0,0
31.0,1,9,0,0.0,0
25.0,0,8,0,0.0,0
36.0,0,6,0,0.0,0
31.0,1,14,0,0.0,0
29.0,1,12,0,0.0,0
26.0,0,8,0,0.0,0
29.0,0,12,0,0.0,0
43.0,1,13,0,0.0,0
32.0,1,7,0,0.0,0
39.0,0,8,0,0.0,0
42.0,1,14,0,0.0,0
38.0,1,14,0,0.0,0
30.0,0,2,0,0.0,0
33.0,0,7,0,0.0,0
37.0,0,10,0,0.0,0
44.0,0,11,0,0.0,0
37.0,1,8,0,0.0,0
39.0,1,14,0,0.0,0
42.0,0,11,0,0.0,0
40.0,0,8,0,0.0,0
39.0,1,10,1,116.20008479733431,9
28.0,0,9,0,0.0,0
48.0,1,12,0,0.0,0
35.0,1,11,0,0.0,0
38.0,0,5,0,0.0,0
29.0,1,8,0,0.0,0
34.0,1,19,0,0.0,0
33.0,1,16,0,0.0,0
36.0,0,8,0,0.0,0
32.0,1,7,1,71.9998107058139,14
36.0,1,10,0,0.0,0
32.0,1,8,0,0.0,0
30.0,0,7,0,0.0,0
34.0,0,3,0,0.0,0
36.0,1,7,1,121.12165488659157,14
29.0,0,7,0,0.0,0
37.0,1,13,0,0.0,0
30.0,1,10,1,103.02949734010713,16
41.0,1,11,1,93.94429495637932,15
33.0,0,8,0,0.0,0
33.0,0,5,0,0.0,0
44.0,0,7,0,0.0,0
34.0,0,8,0,0.0,0
36.0,0,4,0,0.0,0
40.0,1,11,0,0.0,0
32.0,0,12,0,0.0,0
40.0,1,8,0,0.0,0
29.0,1,7,0,0.0,0
39.0,1,9,0,0.0,0
48.0,1,11,0,0.0,0
42.0,1,6,0,0.0,0
29.0,0,7,0,0.0,0
36.0,1,8,0,0.0,0
35.0,0,5,0,0.0,0
37.0,0,8,0,0.0,0
38.0,0,11,0,0.0,0
30.0,1,10,0,0.0,0
26.0,0,8,0,0.0,0
49.0,1,11,1,90.39544757819509,17
42.0,0,7,0,0.0,0
26.0,1,13,0,0.0,0
42.0,0,10,0,0.0,0
29.0,1,6,0,0.0,0
30.0,0,11,0,0.0,0
33.0,0,3,0,0.0,0
37.0,0,9,0,0.0,0
34.0,0,12,0,0.0,0
39.0,0,10,0,0.0,0
39.0,1,6,0,0.0,0
25.0,1,7,0,0.0,0
38.0,1,8,0,0.0,0
39.0,0,7,0,0.0,0
39.0,1,10,1,97.24390290382028,25
34.0,0,5,0,0.0,0
36.0,0,10,0,0.0,0
36.0,0,14,0,0.0,0
35.0,0,10,0,0.0,0
31.0,1,8,1,79.50287031779979,30
33.0,0,5,0,0.0,0
41.0,0,10,0,0.0,0
34.0,0,8,0,0.0,0
31.0,1,8,1,112.61499794570761,14
31.0,0,13,0,0.0,0
34.0,1,9,1,103.66515328421416,14
34.0,0,12,0,0.0,0
29.0,0,8,0,0.0,0
37.0,1,11,1,100.13099006645807,18
27.0,0,5,0,0.0,0
30.0,0,8,0,0.0,0
45.0,0,9,0,0.0,0
32.0,1,5,0,0.0,0
31.0,0,14,0,0.0,0
38.0,1,11,0,0.0,0
25.0,0,7,0,0.0,0
36.0,0,10,0,0.0,0
36.0,1,13,1,101.2632350845482,23
31.0,0,12,0,0.0,0
31.0,0,7,0,0.0,0
39.0,0,6,0,0.0,0
43.0,1,8,0,0.0,0
35.0,1,11,0,0.0,0
33.0,0,8,0,0.0,0
41.0,0,7,0,0.0,0
29.0,0,10,0,0.0,0
36.0,0,6,0,0.0,0
29.0,0,7,0,0.0,0
48.0,0,10,0,0.0,0
47.0,1,11,0,0.0,0
36.0,0,11,0,0.0,0
33.0,0,8,0,0.0,0
35.0,0,12,0,0.0,0
35.0,0,4,0,0.0,0
40.0,0,10,0,0.0,0
32.0,0,10,0,0.0,0
40.0,0,6,0,0.0,0
35.0,0,7,0,0.0,0
38.0,0,7,0,0.0,0
41.0,1,8,0,0.0,0
39.0,0,3,0,0.0,0
42.0,1,12,0,0.0,0
31.0,0,6,0,0.0,0
33.0,1,6,0,0.0,0
38.0,1,12,0,0.0,0
34.0,0,2,0,0.0,0
29.0,1,8,0,0.0,0
40.0,0,12,0,0.0,0
37.0,1,13,0,0.0,0
46.0,0,7,0,0.0,0
30.0,0,10,0,0.0,0
36.0,1,13,0,0.0,0
31.0,0,11,0,0.0,0
39.0,0,11,0,0.0,0
38.0,1,16,0,0.0,0
30.0,0,9,0,0.0,0
39.0,0,7,0,0.0,0
33.0,0,2,0,0.0,0
33.0,1,10,1,101.28301946892401,21
30.0,0,10,0,0.0,0
46.0,0,5,0,0.0,0
43.0,0,10,0,0.0,0
37.0,0,9,0,0.0,0
40.0,1,7,0,0.0,0
37.0,0,10,0,0.0,0
29.0,1,9,0,0.0,0
35.0,0,9,0,0.0,0
38.0,0,6,0,0.0,0
29.0,1,9,0,0.0,0
41.0,0,5,0,0.0,0
39.0,0,5,0,0.0,0
36.0,0,17,0,0.0,0
35.0,1,12,0,0.0,0
33.0,1,16,1,64.56327594849046,19
32.0,0,8,0,0.0,0
35.0,0,6,0,0.0,0
43.0,0,9,0,0.0,0
22.0,0,5,0,0.0,0
35.0,0,4,0,0.0,0
34.0,0,8,0,0.0,0
34.0,0,8,0,0.0,0
29.0,0,8,0,0.0,0
40.0,0,6,0,0.0,0
34.0,0,6,0,0.0,0
29.0,1,7,0,0.0,0
44.0,0,7,0,0.0,0
29.0,1,9,0,0.0,0
27.0,1,10,0,0.0,0
28.0,0,5,0,0.0,0
26.0,0,10,0,0.0,0
37.0,1,15,0,0.0,0
38.0,0,9,0,0.0,0
37.0,0,4,0,0.0,0
33.0,1,8,0,0.0,0
32.0,0,5,0,0.0,0
30.0,0,7,0,0.0,0
29.0,1,9,0,0.0,0
27.0,1,10,0,0.0,0
34.0,0,12,0,0.0,0
38.0,0,6,0,0.0,0
33.0,0,6,0,0.0,0
30.0,0,7,0,0.0,0
31.0,1,13,0,0.0,0
22.0,1,17,0,0.0,0
28.0,1,8,1,55.11699404656688,22
32.0,0,5,0,0.0,0
38.0,0,4,0,0.0,0
32.0,0,13,0,0.0,0
38.0,0,7,0,0.0,0
44.0,1,8,1,113.2966255987493,21
43.0,0,10,0,0.0,0
31.0,1,8,0,0.0,0
29.0,0,8,0,0.0,0
35.0,1,13,0,0.0,0
29.0,0,7,0,0.0,0
38.0,1,10,0,0.0,0
32.0,0,7,0,0.0,0
34.0,0,11,0,0.0,0
25.0,0,6,0,0.0,0
30.0,1,12,1,116.82641686454907,28
36.0,1,7,0,0.0,0
28.0,1,6,0,0.0,0
40.0,0,9,0,0.0,0
24.0,1,10,0,0.0,0
38.0,0,10,0,0.0,0
35.0,0,9,0,0.0,0
37.0,0,6,0,0.0,0
30.0,1,11,0,0.0,0
32.0,1,5,0,0.0,0
34.0,0,14,0,0.0,0
27.0,0,3,0,0.0,0
34.0,1,3,0,0.0,0
36.0,0,9,0,0.0,0
44.0,1,10,0,0.0,0
43.0,0,10,0,0.0,0
40.0,0,9,0,0.0,0
32.0,1,18,1,119.88198127899828,23
40.0,0,9,0,0.0,0
30.0,0,6,0,0.0,0
35.0,1,11,0,0.0,0
37.0,0,6,0,0.0,0
35.0,1,10,1,79.45554593241857,23
40.0,1,6,1,108.94031241574194,15
35.0,1,16,0,0.0,0
31.0,0,8,0,0.0,0
33.0,1,12,1,108.58806853291411,21
